data_source,category,topic,traffic,sub_topics,date,modified_topic,database_id,Agent Settings,gen_type
zhihu,体育类,为什么内马尔没有金球奖?,,,2024-06-19,Why hasn't Neymar won the Ballon d'Or?,442,assistant,common
zhihu,体育类,为什么詹姆斯明明是现役第一人，然而黑他的也是最多的?,,,2024-06-19,Why is LeBron James criticized the most despite being the best active player?,443,assistant,common
zhihu,体育类,如何区分真球迷，伪球迷和赌徒？,,,2024-06-19,"How to distinguish true fans, fake fans, and gamblers?",445,assistant,common
zhihu,体育类,为什么中超中甲的球队极度依赖母公司输血，基本无法自给自足，自已输血？,,,2024-06-19,Why do Chinese Super League and China League One teams heavily rely on their parent companies for funding?,446,assistant,common
zhihu,体育类,为什么足球比赛中，丢球的时候很少有人怪罪守门员？,,,2024-06-19,Why is the goalkeeper rarely blamed when a goal is conceded in soccer?,447,assistant,common
zhihu,体育类,16 年总决赛勇士是怎么被逆转的？,,,2024-06-19,How did the Warriors lose the 2016 NBA Finals?,448,assistant,common
zhihu,体育类,2024欧洲杯，谁最可能成为黑马？,,,2024-06-19,Who is most likely to be the dark horse in Euro 2024?,449,assistant,common
zhihu,体育类,如何看待2026年国足世界杯出线（提问时间2025年11月）？,,,2024-06-19,Thoughts on China's national football team qualifying for the 2026 World Cup,450,assistant,common
zhihu,体育类,欧洲杯英格兰 1-0 塞尔维亚，贝林厄姆处子球凯恩中横梁，如何评价本场比赛？,,,2024-06-19,"How do you rate the match where England beat Serbia 1-0 in Euro Cup, with Bellingham's debut goal and Kane hitting the crossbar?",451,assistant,common
zhihu,体育类,曼联最终决定让滕哈赫留下继续担任主教练，滕哈赫能否引进新时代的曼联走上复兴之路？,,,2024-06-19,Can Erik ten Hag lead Manchester United to a new era of revival?,452,assistant,common
zhihu,体育类,如何看待国足踢进18强，你觉得国足有望进入2026年世界杯吗？,,,2024-06-19,"What are your thoughts on China's football team reaching the top 18, and do you think they have a chance to enter the 2026 World Cup?",453,assistant,common
zhihu,体育类,如何评价库里和科比球迷过分夸大一人一城夺冠含金量的行为？,,,2024-06-19,How do you evaluate the fans' exaggeration of Curry's and Kobe's championships?,454,assistant,common
zhihu,体育类,假如贵州村超挑战，国足敢应战么？,,,2024-06-19,Would China's national football team dare to challenge Guizhou village super league?,456,assistant,common
zhihu,体育类,预测一下2024年巴黎奥运会羽毛球五金？,,,2024-06-19,Predicting the badminton gold medalists in the 2024 Paris Olympics,457,assistant,common
zhihu,体育类,羽毛球掌握什么原理后让你球技大涨?,,,2024-06-19,What principles can significantly improve your badminton skills?,458,assistant,common
zhihu,体育类,踢足球造成他人受伤是否应具有负罪感?,,,2024-06-19,Should you feel guilty for injuring someone while playing football?,459,assistant,common
zhihu,体育类,中国足球的门将是不是跟世界水平相差最小的？,,,2024-06-19,Is the gap between Chinese goalkeepers and world-class goalkeepers the smallest?,460,assistant,common
zhihu,体育类,最讨厌和哪种人打羽毛球？,,,2024-06-19,What type of person do you dislike playing badminton with?,461,assistant,common
zhihu,商业财经类,为什么我国一直在避免被划归为发达国家？,,,2024-06-19,Why does China strive to avoid being classified as a developed country?,462,assistant,common
zhihu,商业财经类,德国希望中国在进口电动汽车关税问题上采取行动，背后有哪些原因？,,,2024-06-19,Why does Germany want China to take action on import tariffs for electric vehicles?,465,assistant,common
zhihu,商业财经类,你最意外的一笔收入是什么？,,,2024-06-19,What was your most surprising income?,466,assistant,common
zhihu,商业财经类,你是怎么看出经济不景气的?,,,2024-06-19,How do you notice signs of an economic downturn?,467,assistant,common
zhihu,商业财经类,为什么老顾客吃着吃着就不再来照顾生意了呢？,,,2024-06-19,Why have regular customers stopped coming to our business?,471,assistant,common
zhihu,商业财经类,钟睒睒就一个卖水的，为什么可以成为中国首富？,,,2024-06-19,How did Zhong Shanshan become China's richest man by selling water?,473,assistant,common
zhihu,商业财经类,明年房价会暴涨吗？,,,2024-06-19,Will housing prices surge next year?,475,assistant,common
zhihu,商业财经类,房地产会报复性上涨吗？,,,2024-06-19,Will the real estate market see a retaliatory surge?,476,assistant,common
zhihu,商业财经类,上海房价现在属于什么水平？,,,2024-06-19,What is the current level of housing prices in Shanghai?,477,assistant,common
zhihu,商业财经类,谁给了银行这傲慢？,,,2024-06-19,What gives banks their arrogance?,478,assistant,common
zhihu,商业财经类,保时捷中国区销量下跌近 25%，销量下跌的原因是什么？,,,2024-06-19,Why did Porsche's sales in China drop nearly 25%?,479,assistant,common
zhihu,商业财经类,这两年，是不是大家都消费降级了？,,,2024-06-19,Has everyone been downgrading their consumption in recent years?,480,assistant,common
zhihu,商业财经类,当前世界局势对中国有什么影响？,,,2024-06-19,How does the current global situation impact China?,481,assistant,common
zhihu,商业财经类,你理想中的完美户型长什么样？,,,2024-06-19,What does your ideal perfect apartment layout look like?,483,assistant,common
zhihu,商业财经类,北京的房价下跌多少了？,,,2024-06-19,How much have housing prices in Beijing fallen?,487,assistant,common
zhihu,商业财经类,你支持按人头给每个中国人发钱来恢复经济吗？,,,2024-06-19,Do you support distributing money to each person in China to boost the economy?,488,assistant,common
zhihu,商业财经类,为什么罗永浩的锤子失败了？,,,2024-06-19,Why did Luo Yonghao's company Smartisan fail?,489,assistant,common
zhihu,商业财经类,为什么有些老顾客吃着吃着就不再来照顾生意了？,,,2024-06-19,Why do some loyal customers stop coming back?,491,assistant,common
zhihu,商业财经类,日本制造的质量真的就那么好吗？,,,2024-06-19,Is the quality of Japanese-made products truly that good?,492,assistant,common
zhihu,商业财经类,全国西瓜每斤价格跌破个位数，什么原因导致价格下跌？,,,2024-06-19,Why has the price of watermelon dropped below 10 yuan per kilogram?,494,assistant,common
zhihu,商业财经类,美国大萧条时期人吃不饱饭，为什么超过一半的人每星期去看一次电影？,,,2024-06-19,Why did over half of people go to the movies weekly during the Great Depression despite food shortages?,496,assistant,common
zhihu,商业财经类,未来 2-5 年全球重新洗牌的概率有多大？,,,2024-06-19,What are the chances of a global reshuffling in the next 2-5 years?,499,assistant,common
zhihu,商业财经类,为什么人们可以接受程序员年薪百万，却不能接受中金员工月薪8万？,,,2024-06-19,"Why is a programmer's million annual salary acceptable, but not an investment banker's high monthly pay?",501,assistant,common
zhihu,商业财经类,躺平真的会毁掉年轻人吗？,,,2024-06-19,Will the concept of 'lying flat' destroy the younger generation?,504,assistant,common
zhihu,商业财经类,为什么管理一严，员工就走人？,,,2024-06-19,Why do employees leave when management becomes strict?,505,assistant,common
zhihu,商业财经类,为什么感觉现在挣钱很难？,,,2024-06-19,Why does it feel difficult to earn money nowadays?,506,assistant,common
zhihu,商业财经类,如何评价网红店太二酸菜鱼?,,,2024-06-19,What are your thoughts on the popular restaurant Tai Er's pickled fish?,507,assistant,common
zhihu,商业财经类,为什么感觉中国人月薪过万很普遍了？,,,2024-06-19,"Why does it feel like having a monthly salary over 10,000 RMB is now common in China?",512,assistant,common
zhihu,商业财经类,如何看待2024年6月国内公司没办法收到俄罗斯企业的付款的情况？,,,2024-06-19,How will domestic companies handle not receiving payments from Russian enterprises in June 2024?,513,assistant,common
zhihu,商业财经类,越南正在崛起吗？,,,2024-06-19,Is Vietnam currently on the rise?,516,assistant,common
zhihu,商业财经类,中国的房价下跌会遵循日本模型还是美国模型？,,,2024-06-19,Will China's housing market follow Japan's or America's model in price decline?,518,assistant,common
zhihu,商业财经类,为什么起点防盗后，阅文集团的收入大幅下降了?,,,2024-06-19,Why did Reading Group's revenue drop significantly after Qidian implemented anti-piracy measures?,520,assistant,common
zhihu,商业财经类,前两年冲动买房的人怎么样了？,,,2024-06-19,What happened to people who impulsively bought houses in the past few years?,522,assistant,common
zhihu,商业财经类,中国（大陆）发展得有多快？,,,2024-06-19,How fast is the development in mainland China?,525,assistant,common
zhihu,商业财经类,如何评价小红书网红圈最近兴起的「街头brunch」？,,,2024-06-19,How to evaluate the recent rise of 'street brunch' trend among Xiaohongshu influencers?,528,assistant,common
zhihu,商业财经类,中国经济总量GDP到哪年会超过美国？,,,2024-06-19,When will China's GDP surpass that of the United States?,529,assistant,common
zhihu,商业财经类,中国该如何在未来十年保住自己世界工厂的地位？,,,2024-06-19,How can China maintain its position as the world's factory in the next decade?,532,assistant,common
zhihu,商业财经类,上海未来房价会持续走低吗？,,,2024-06-19,Will housing prices in Shanghai continue to decline in the future?,533,assistant,common
zhihu,商业财经类,真正读完《资本论》的人，思想上会发生哪些变化？,,,2024-06-19,How does reading 'Das Kapital' change a person's mindset?,535,assistant,common
zhihu,商业财经类,咱们国家这20多年的经济腾飞是因为加入了WTO吗？,,,2024-06-19,Has our country's economic boom over the past 20 years been due to joining the WTO?,536,assistant,common
zhihu,商业财经类,如何评价小红书？,,,2024-06-19,How would you evaluate Xiaohongshu?,538,assistant,common
zhihu,商业财经类,在目前的大环境下，普通人的出路在哪里？,,,2024-06-19,What are the prospects for ordinary people in the current economic environment?,540,assistant,common
zhihu,商业财经类,普通人一辈子存款的天花板是多少？,,,2024-06-19,What is the maximum amount an average person can save in a lifetime?,541,assistant,common
zhihu,商业财经类,现在欧洲的日子好过吗?,,,2024-06-19,Are people living well in Europe now?,542,assistant,common
zhihu,商业财经类,美国制造业空心，GDP却是第二名中国近1.5倍。请问是什么拉高美国的GDP?,,,2024-06-19,What factors contribute to the high GDP of the United States despite the decline in manufacturing?,544,assistant,common
zhihu,商业财经类,高考 700 分和 700 万人民币你选哪一个？,,,2024-06-19,Which would you choose: scoring 700 on the college entrance exam or 7 million yuan?,546,assistant,common
zhihu,商业财经类,美股一直在涨，民众是不是买美股就能发财？,,,2024-06-19,Will investing in the rising US stock market make people rich?,547,assistant,common
zhihu,商业财经类,创业最大的忌讳是什么？,,,2024-06-19,What are the biggest taboos in starting a business?,550,assistant,common
zhihu,商业财经类,还有比杭州交通更差的城市吗？,,,2024-06-19,Are there cities with worse traffic than Hangzhou?,552,assistant,common
zhihu,商业财经类,十年以后学历会贬值成什么样子？,,,2024-06-19,What will the value of academic degrees be in ten years?,554,assistant,common
zhihu,商业财经类,如果你想买的一个小区附近一公里处有烈士陵园，你会买吗？,,,2024-06-19,Would you buy a property if there is a martyr's cemetery within a kilometer?,555,assistant,common
zhihu,商业财经类,为什么要创业？,,,2024-06-19,Why should one start a business?,556,assistant,common
zhihu,商业财经类,怎么评价胖东来？,,,2024-06-19,How would you rate Pang Donglai?,557,assistant,common
zhihu,商业财经类,美国真的在衰落吗，还是我们被困在信息茧房?,,,2024-06-19,"Is the United States truly in decline, or are we trapped in an information bubble?",560,assistant,common
zhihu,商业财经类,深圳房价能跌到什么位置？,,,2024-06-19,How much could Shenzhen housing prices drop?,562,assistant,common
zhihu,商业财经类,为什么日本人口密度这么大还能住一户建，中国只能住楼房？,,,2024-06-19,"Why does Japan have high population density but can still have detached houses, while in China, people mostly live in apartments?",563,assistant,common
zhihu,商业财经类,为什么游艇文化在中国盛行不起来？,,,2024-06-19,Why hasn't yacht culture become popular in China?,565,assistant,common
zhihu,商业财经类,养老金是否值得交？,,,2024-06-19,Is it worth contributing to a pension fund?,566,assistant,common
zhihu,商业财经类,在外国人眼中中国到底是发达国家还是发展中国家？,,,2024-06-19,Is China considered a developed or developing country from a foreigner's perspective?,567,assistant,common
zhihu,商业财经类,你这辈子经历过的最大一笔意外收入是怎样的？,,,2024-06-19,What was the largest unexpected income you experienced in your life?,572,assistant,common
zhihu,商业财经类,霍英东家族在香港是什么地位？,,,2024-06-19,What is the status of the Fok Ying Tung family in Hong Kong?,573,assistant,common
zhihu,商业财经类,为什么小公司要慎用大公司高管？,,,2024-06-19,Why should small companies be cautious about hiring executives from large companies?,575,assistant,common
zhihu,商业财经类,谁能解释一下权力的本质？,,,2024-06-19,Who can explain the essence of power?,578,assistant,common
zhihu,商业财经类,7万人民币和1万美元，在当地的实际购买力哪个更强？,,,2024-06-19,"Which has greater purchasing power locally: 70,000 RMB or 10,000 USD?",580,assistant,common
zhihu,商业财经类,不是说大家都在消费降级吗？为什么出门旅游的人还是那么多？,,,2024-06-19,"If everyone is cutting back on spending, why are so many people still traveling?",581,assistant,common
zhihu,宠物,一只狗可以通人性到什么程度？,,,2024-06-19,To what extent can a dog understand humans?,582,assistant,common
zhihu,宠物,网上到处流传着边牧聪明，算是商家的一种炒作和洗脑吗？,,,2024-06-19,Is the intelligence of Border Collies exaggerated by marketers?,583,assistant,common
zhihu,宠物,遛狗把狗遛累是一种什么体验？,,,2024-06-19,What is it like to tire out a dog while walking it?,585,assistant,common
zhihu,宠物,感觉狗的风评渐渐不如猫了，为什么？,,,2024-06-19,Why is the reputation of dogs declining compared to cats?,586,assistant,common
zhihu,宠物,你做过什么特别对不起自家宠物的事情？,,,2024-06-19,Have you ever done something that made you feel especially guilty towards your pet?,587,assistant,common
zhihu,宠物,警犬基地被淘汰的警犬的结局是怎样的？,,,2024-06-19,What happens to retired police dogs from the police dog base?,588,assistant,common
zhihu,宠物,如果在小猫咪露肚皮的时候没有摸它，它会很尴尬吗？,,,2024-06-19,Will a cat feel awkward if you don't pet it when it shows its belly?,589,assistant,common
zhihu,宠物,警犬知道自己是警犬么？,,,2024-06-19,Do police dogs know they are police dogs?,590,assistant,common
zhihu,宠物,胖猫事件，外国人是怎么看的?,,,2024-06-19,What do foreigners think about the fat cat incident?,591,assistant,common
zhihu,宠物,小猫知道自己在别人眼中有多可爱吗？,,,2024-06-19,Do kittens know how cute they are to others?,593,assistant,common
zhihu,宠物,为什么狼群不敢攻击有牧羊犬保护的羊群？狼群难道打不过一条狗？,,,2024-06-19,Why won't wolves attack sheep protected by a shepherd dog?,594,assistant,common
zhihu,宠物,如何看待胖猫事件360°反转？,,,2024-06-19,How do you view the 360° turn in the 'Fat Cat Incident'?,596,assistant,common
zhihu,宠物,路遇过什么让你印象深刻的狗主人？,,,2024-06-19,Have you encountered any impressive dog owners on the street?,598,assistant,common
zhihu,宠物,在养宠过程中，你是否有过特别崩溃的瞬间？,,,2024-06-19,Have you ever had a particularly overwhelming moment while raising a pet?,599,assistant,common
zhihu,宠物,有没有一张照片可以证明你的猫此刻很幸福？,,,2024-06-19,Do you have a photo proving that your cat is happy right now?,601,assistant,common
zhihu,宠物,因为哪句话，你买了现在的宠物？,,,2024-06-19,What inspired you to buy your current pet?,602,assistant,common
zhihu,宠物,你家的猫做过哪些不可思议的事？,,,2024-06-19,What amazing things has your cat done?,603,assistant,common
zhihu,宠物,为什么大量人类会喜欢猫？,,,2024-06-19,Why do so many people like cats?,604,assistant,common
zhihu,宠物,哪一个瞬间让你感觉自己养的宠物成精了？,,,2024-06-19,What moment made you feel like your pet has human-like intelligence?,605,assistant,common
zhihu,宠物,如何一眼分别出对方是否养猫？,,,2024-06-19,How to tell if someone owns a cat at a glance?,607,assistant,common
zhihu,宠物,如何区分一个人是真的喜欢猫还是假的？,,,2024-06-19,How to distinguish if someone truly likes cats?,609,assistant,common
zhihu,宠物,眼镜王蛇养熟了真的几乎不攻击饲主吗？,,,2024-06-19,Do king cobras almost never attack their keepers when tamed?,610,assistant,common
zhihu,宠物,猫咪总喜欢在主人的身上「踩来踩去」是为什么？,,,2024-06-19,Why do cats always knead on their owners?,612,assistant,common
zhihu,宠物,金毛的弃养率为什么这么高？,,,2024-06-19,Why is the abandonment rate of Golden Retrievers so high?,614,assistant,common
zhihu,宠物,为什么国内的大多数父母，都很反对孩子养宠物？,,,2024-06-19,Why do most parents in China oppose their children keeping pets?,615,assistant,common
zhihu,宠物,在小区里喂了一年的流浪猫，今天突然被diss了，该怎么办？,,,2024-06-19,How to handle being criticized after feeding a stray cat for a year?,617,assistant,common
zhihu,宠物,为什么人们对猫容忍度那么高，而对狗却严厉残酷？,,,2024-06-19,Why are people more tolerant of cats but harsher on dogs?,618,assistant,common
zhihu,宠物,猫打架时为什么会突然走神，然后再继续打？,,,2024-06-19,Why do cats suddenly get distracted during a fight and then continue?,619,assistant,common
zhihu,宠物,你抓拍的小动物是什么样子的？,,,2024-06-19,What does the animal you captured look like?,621,assistant,common
zhihu,宠物,很想问一下大家 养一只特别乖的狗 是一种怎么样的体验？,,,2024-06-19,What is it like to own a very well-behaved dog?,624,assistant,common
zhihu,宠物,你在哪一个瞬间突然意识到，自己和宠物已经建立了深厚的感情？,,,2024-06-19,When did you realize you had developed a deep bond with your pet?,625,assistant,common
zhihu,宠物,为什么说白猫在猫眼里是最丑的？有什么科学依据？,,,2024-06-19,Why are white cats considered the ugliest among cats? What scientific evidence is there?,627,assistant,common
zhihu,宠物,哪一刻你觉得家里宠物成精了？,,,2024-06-19,At what moment did you feel your pet was almost magical?,628,assistant,common
zhihu,宠物,为什么我对对胖猫事件无法产生同情的人感到可悲？,,,2024-06-19,Why do I feel sad for people who can't sympathize with the fat cat incident?,629,assistant,common
zhihu,宠物,中国特有的狸花猫有多强大？,,,2024-06-19,How powerful are China's native Li Hua cats?,632,assistant,common
zhihu,宠物,你给家里的宠物花过最值的一笔钱是什么？,,,2024-06-19,What's the best money you've ever spent on your pet?,633,assistant,common
zhihu,宠物,看到警犬能摸吗？,,,2024-06-19,Can I touch a police dog?,634,assistant,common
zhihu,宠物,为什么胖猫事件无法让我产生共情？,,,2024-06-19,Why can't I empathize with the fat cat incident?,635,assistant,common
zhihu,宠物,猫咪是用肢体语言交流的，那它们是不是无法并排坐着聊天？,,,2024-06-19,"Cats use body language to communicate, so can they chat while sitting side by side?",636,assistant,common
zhihu,宠物,有没有一张照片让你觉得你的猫被你养的很好？,,,2024-06-19,Is there a photo that makes you feel like you have taken good care of your cat?,637,assistant,common
zhihu,宠物,请问鱼缸里莫名产生的吸血虫一样的生物是什么？,,,2024-06-19,What is the mysterious blood-sucking creature that appeared in the fish tank?,638,assistant,common
zhihu,宠物,为什么警犬基本上都是德国牧羊犬？,,,2024-06-19,Why are German Shepherds mostly used as police dogs?,640,assistant,common
zhihu,宠物,为什么怀孕后，我家的宠物会突然变乖？,,,2024-06-19,Why does my pet become well-behaved after I got pregnant?,642,assistant,common
zhihu,宠物,为什么没人养狐狸？,,,2024-06-19,Why don't people commonly keep foxes as pets?,646,assistant,common
zhihu,宠物,狸花猫可以漂亮到什么程度?,,,2024-06-19,How beautiful can an Oriental Shorthair cat be?,647,assistant,common
zhihu,宠物,边牧作为智力排名第一的狗，为什么很多人还是不愿意养？,,,2024-06-19,Why do many people avoid owning Border Collies despite their high intelligence?,648,assistant,common
zhihu,宠物,你发现过你的宠物什么小秘密？,,,2024-06-19,What small secrets have you discovered about your pet?,649,assistant,common
zhihu,宠物,为什么猫不让摸肚子？,,,2024-06-19,Why don't cats like their bellies being touched?,651,assistant,common
zhihu,宠物,为什么胖猫事件反响如此之大?,,,2024-06-19,Why did the chubby cat incident receive such a huge response?,652,assistant,common
zhihu,宠物,给猫洗澡对它来说残忍吗？,,,2024-06-19,Is it cruel to bathe a cat?,654,assistant,common
zhihu,宠物,可以看一下你养得很好的猫猫吗？,,,2024-06-19,Can you show me your well-raised cat?,655,assistant,common
zhihu,宠物,你家的狗狗能聪明到什么程度？,,,2024-06-19,How smart is your dog?,656,assistant,common
zhihu,宠物,大家真的能接受猫咪上床吗？,,,2024-06-19,Can people really accept cats sleeping in their beds?,658,assistant,common
zhihu,宠物,给你家宠物花过最值的一笔钱是什么？,,,2024-06-19,What's the most worthwhile expense you made for your pet?,659,assistant,common
zhihu,宠物,为什么猫有时候会轻轻咬我一下？,,,2024-06-19,Why do cats sometimes gently bite me?,660,assistant,common
zhihu,宠物,胖猫事件大家是怎么看待的？,,,2024-06-19,What do people think about the obese cat incident?,661,assistant,common
zhihu,宠物,如果不考虑给猫留面子，是猫的反应快还是人的反应快？,,,2024-06-19,"Who has a faster reaction time, a cat or a human?",663,assistant,common
zhihu,宠物,你什么时候被猫的智商震惊了？,,,2024-06-19,When did a cat's intelligence surprise you?,664,assistant,common
zhihu,宠物,宠物知道你是在照顾它吗?,,,2024-06-19,Do pets understand that you are taking care of them?,665,assistant,common
zhihu,宠物,为什么国内狗狗不能上公交地铁，国外却当作习以为常？,,,2024-06-19,"Why can't dogs take public transportation in China, but it is common abroad?",666,assistant,common
zhihu,宠物,外国狗能听懂「嘬嘬嘬」的意思吗？,,,2024-06-19,Can foreign dogs understand the sound 'zuo zuo zuo'?,667,assistant,common
zhihu,宠物,在哪一刻让你觉得有一只宠物是一件幸福的事？,,,2024-06-19,When did you feel that having a pet was a happy thing?,668,assistant,common
zhihu,宠物,你家猫都有哪些奇怪的习惯？,,,2024-06-19,What are some strange habits that your cat has?,669,assistant,common
zhihu,宠物,猫为什么可以「瞬间清醒」又「瞬间入睡」？,,,2024-06-19,Why can cats wake up instantly and fall asleep instantly?,670,assistant,common
zhihu,宠物,你的猫做了什么让你觉得它听得懂人话？,,,2024-06-19,What did your cat do that made you think it understands human speech?,671,assistant,common
zhihu,宠物,如何判断流浪猫是否想被抱回家？,,,2024-06-19,How to tell if a stray cat wants to be taken home?,673,assistant,common
zhihu,宠物,猫临终前想要些什么?,,,2024-06-19,What do cats desire in their final moments?,674,assistant,common
zhihu,宠物,你的猫做了什么让你觉得他真聪明？,,,2024-06-19,What did your cat do that made you think it is really smart?,676,assistant,common
zhihu,宠物,德牧和边牧的护主意识怎么样？,,,2024-06-19,How protective are German Shepherds and Border Collies towards their owners?,678,assistant,common
zhihu,宠物,常人对动物有哪些片面/错误认识？,,,2024-06-19,What are common misconceptions people have about animals?,680,assistant,common
zhihu,宠物,小动物会觉得自己是毛茸茸的吗？,,,2024-06-19,Do animals think of themselves as furry?,681,assistant,common
zhihu,宠物,和猫睡觉，猫会被压扁吗?,,,2024-06-19,Will a cat be squished if sleeping with a human?,683,assistant,common
zhihu,宠物,小猫咪自己一个猫在家久了会孤独吗？,,,2024-06-19,Do cats feel lonely when left alone at home for a long time?,684,assistant,common
zhihu,宠物,猫对人是没有感情的吗？,,,2024-06-19,Do cats have emotions towards humans?,686,assistant,common
zhihu,宠物,宠物有没有把你气笑的时候？是因为什么？,,,2024-06-19,"Has your pet ever made you laugh out of frustration? If so, why?",687,assistant,common
zhihu,宠物,狗狗为什么那么通人性？,,,2024-06-19,Why are dogs so empathetic towards humans?,688,assistant,common
zhihu,宠物,为什么每天出门的时候我家猫都不会送我，但是下班却会积极得迎接我？,,,2024-06-19,Why does my cat never see me out in the morning but eagerly greets me after work?,689,assistant,common
zhihu,宠物,有哪个瞬间，你觉得你家宠物像人？,,,2024-06-19,When did you feel your pet acted like a human?,692,assistant,common
zhihu,宠物,边牧会不会聪明得令人讨厌?,,,2024-06-19,Can Border Collies be so smart that they become annoying?,693,assistant,common
zhihu,宠物,有哪些非常受欢迎的狗狗实际上很难养？,,,2024-06-19,Which popular dog breeds are actually difficult to raise?,694,assistant,common
zhihu,宠物,为什么猫的反应速度比人快，但是逗猫的时候看不出来？,,,2024-06-19,"Why are cats’ reaction speeds faster than humans, but not noticeable when playing with them?",695,assistant,common
zhihu,宠物,你什么时候被狗的智商震惊了？,,,2024-06-19,When were you amazed by a dog's intelligence?,696,assistant,common
zhihu,宠物,哪一瞬间让你觉得养一只猫特别的幸福？,,,2024-06-19,What moments make you feel especially happy to have a cat?,697,assistant,common
zhihu,宠物,冬天被子里长出猫是怎样的体验？,,,2024-06-19,What does it feel like to have a cat appear under the blanket in winter?,698,assistant,common
zhihu,宠物,金毛可以喂饭吗，目前经济压力大，想一半狗粮一半米饭喂养，可以吗?,,,2024-06-19,Can I feed my Golden Retriever a mix of dog food and rice due to financial issues?,699,assistant,common
zhihu,宠物,如何判断小猫咪是否快乐啊？,,,2024-06-19,How to tell if a kitten is happy?,700,assistant,common
zhihu,宠物,养狗的人什么时候觉得狗也爱着你？,,,2024-06-19,When do dog owners feel that their dogs love them back?,701,assistant,common
zhihu,宠物,有什么瞬间让你觉得你的宠物给你的爱是无条件的？,,,2024-06-19,What moments made you feel your pet's love is unconditional?,702,assistant,common
zhihu,宠物,猫咪为什么会用头顶人？,,,2024-06-19,Why do cats headbutt people?,703,assistant,common
zhihu,宠物,猫知道人在睡觉吗？,,,2024-06-19,Do cats know when people are sleeping?,705,assistant,common
zhihu,宠物,那些先斩后奏养猫的人，后来怎么样了？,,,2024-06-19,What happened to people who secretly got a cat without permission?,706,assistant,common
zhihu,宠物,同时养两只小猫能一碗水端平吗?,,,2024-06-19,Is it possible to equally care for two kittens at the same time?,707,assistant,common
zhihu,宠物,如果有一天你的宠物变成了人，你准备安排它做点什么？,,,2024-06-19,"If your pet turned into a human one day, what would you have it do?",709,assistant,common
zhihu,宠物,为什么狗的服从性更高，但是周围养猫的人越来越多？,,,2024-06-19,Why are more people keeping cats despite dogs being more obedient?,710,assistant,common
zhihu,宠物,你的宠物知道你在照顾它么？,,,2024-06-19,Does your pet know you are taking care of it?,711,assistant,common
zhihu,心理学,有哪个瞬间你秒懂了别人的暗示？,,,2024-06-19,When did you instantly understand someone’s hint?,713,assistant,common
zhihu,心理学,匿名说说你最近的烦心事吧！?,,,2024-06-19,Anonymously share what has been bothering you recently.,715,assistant,common
zhihu,心理学,微信头像会影响第一印象吗？,,,2024-06-19,Do WeChat profile pictures affect first impressions?,717,assistant,common
zhihu,心理学,什么是真正的恶?,,,2024-06-19,What is true evil in psychology?,718,assistant,common
zhihu,心理学,你发生过的最尴尬的事是什么？,,,2024-06-19,What is the most embarrassing thing that has happened to you?,721,assistant,common
zhihu,心理学,什么是生理性喜欢？,,,2024-06-19,What is physiological liking?,724,assistant,common
zhihu,心理学,真正的释怀到底是什么？,,,2024-06-19,What does genuine emotional release truly mean?,725,assistant,common
zhihu,心理学,40岁以上中年人失业都干嘛去了？,,,2024-06-19,What do middle-aged people over 40 do after becoming unemployed?,726,assistant,common
zhihu,心理学,你经历或见证过哪些“曼德拉效应”事件？,,,2024-06-19,What 'Mandela Effect' events have you experienced or witnessed?,727,assistant,common
zhihu,心理学,有哪些令人浑身发抖的故事？,,,2024-06-19,What are some spine-chilling stories?,728,assistant,common
zhihu,心理学,有哪个瞬间曾让你难以抑制的想哭？,,,2024-06-19,What moment made you feel like crying uncontrollably?,731,assistant,common
zhihu,心理学,如何看待部分租客认为「房东都宁可租不出去，也不愿下调租金」？,,,2024-06-19,How do some tenants feel about landlords preferring vacancies over lowering rent?,732,assistant,common
zhihu,心理学,什么叫生理性喜欢？,,,2024-06-19,What is physiological attraction?,733,assistant,common
zhihu,心理学,有哪些笑话你再次听到还是会笑？,,,2024-06-19,What jokes still make you laugh when you hear them again?,735,assistant,common
zhihu,心理学,为什么现在那么多小孩得抑郁？,,,2024-06-19,Why are so many children experiencing depression nowadays?,737,assistant,common
zhihu,心理学,为什么有些人趴在床上会把脚抬起来，做出类似图中的动作?,,,2024-06-19,Why do some people lift their legs while lying on their stomachs?,742,assistant,common
zhihu,心理学,原生家庭的认知局限会限制你的成长吗？,,,2024-06-19,Do limitations in cognitive development from your family affect your personal growth?,744,assistant,common
zhihu,心理学,欲望怎么控制？,,,2024-06-19,How to control desires?,745,assistant,common
zhihu,心理学,为什么同学聚会越聚越尴尬？,,,2024-06-19,Why do class reunions become increasingly awkward?,749,assistant,common
zhihu,心理学,你心里有没有一个过不去的坎儿？,,,2024-06-19,Do you have any emotional hurdles you can't get past?,750,assistant,common
zhihu,心理学,会不会有一瞬间秒懂别人的暗示？,,,2024-06-19,Is it possible to instantly understand others' hints?,752,assistant,common
zhihu,心理学,为什么说一个人有时候太过聪明通透反而不好？,,,2024-06-19,Why can being too smart and perceptive sometimes be detrimental?,753,assistant,common
zhihu,心理学,恶人真的会有恶人磨吗？,,,2024-06-19,Do bad people really get their comeuppance?,756,assistant,common
zhihu,心理学,为什么人们通常不相信漂亮女孩是一个工程师？,,,2024-06-19,Why do people often not believe that pretty girls can be engineers?,759,assistant,common
zhihu,心理学,哪个瞬间你觉得自己真机智？,,,2024-06-19,What moment made you feel really clever?,761,assistant,common
